onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.042	0.192	fixation	n/a	248.3	446.1	3931.0	n/a	n/a	n/a	n/a
0.236	0.068	saccade	n/a	254.7	443.1	n/a	185.2	156.7	10.02	292.0
0.306	0.432	fixation	n/a	191.2	152.9	3830.0	n/a	n/a	n/a	n/a
0.74	0.182	saccade	n/a	198.3	156.8	n/a	207.9	176.0	0.74	1815.0
0.79	0.082	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.924	1.53	fixation	n/a	203.9	159.3	3860.0	n/a	n/a	n/a	n/a
2.088	0.0	trigger_112	112	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.456	0.018	saccade	n/a	227.1	167.2	n/a	259.0	172.9	1.1	77.0
2.476	1.27	fixation	n/a	315.6	201.4	3552.0	n/a	n/a	n/a	n/a
3.748	0.134	saccade	n/a	327.9	212.6	n/a	380.7	278.6	2.92	1834.0
3.798	0.036	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.884	0.402	fixation	n/a	383.9	239.9	3996.0	n/a	n/a	n/a	n/a
4.102	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.288	0.038	saccade	n/a	375.7	230.7	n/a	213.3	209.0	5.57	309.0
4.328	0.064	fixation	n/a	216.9	209.1	4114.0	n/a	n/a	n/a	n/a
4.394	0.03	saccade	n/a	221.5	216.2	n/a	160.4	191.3	2.23	161.0
4.426	0.27	fixation	n/a	162.1	181.3	4040.0	n/a	n/a	n/a	n/a
4.698	0.014	saccade	n/a	162.5	179.4	n/a	181.0	175.9	0.63	56.0
4.714	0.162	fixation	n/a	188.9	172.5	3806.0	n/a	n/a	n/a	n/a
4.878	0.024	saccade	n/a	195.1	173.4	n/a	260.0	166.2	2.21	134.0
4.904	0.204	fixation	n/a	265.0	177.1	3680.0	n/a	n/a	n/a	n/a
5.11	0.022	saccade	n/a	267.5	179.0	n/a	316.7	179.5	1.68	103.0
5.134	0.218	fixation	n/a	335.9	171.5	3538.0	n/a	n/a	n/a	n/a
5.354	0.024	saccade	n/a	335.9	171.6	n/a	397.3	182.5	2.14	127.0
5.38	0.166	fixation	n/a	406.4	186.4	3459.0	n/a	n/a	n/a	n/a
5.548	0.032	saccade	n/a	410.6	189.6	n/a	508.9	211.7	3.46	142.0
5.582	0.166	fixation	n/a	516.3	207.7	3400.0	n/a	n/a	n/a	n/a
5.75	0.024	saccade	n/a	521.1	205.5	n/a	577.5	215.1	1.96	109.0
5.776	0.258	fixation	n/a	589.5	214.6	3311.0	n/a	n/a	n/a	n/a
6.036	0.068	saccade	n/a	593.1	215.3	n/a	145.5	246.6	15.11	372.0
6.106	0.23	fixation	n/a	149.6	250.6	3348.0	n/a	n/a	n/a	n/a
6.338	0.024	saccade	n/a	155.2	252.5	n/a	207.7	248.1	1.77	96.0
6.364	0.168	fixation	n/a	230.1	247.5	3327.0	n/a	n/a	n/a	n/a
6.534	0.026	saccade	n/a	232.3	246.9	n/a	310.1	244.6	2.64	139.0
6.562	0.216	fixation	n/a	336.2	245.7	3440.0	n/a	n/a	n/a	n/a
6.78	0.026	saccade	n/a	341.7	248.4	n/a	396.3	248.6	1.87	83.0
6.808	0.17	fixation	n/a	418.1	250.7	3388.0	n/a	n/a	n/a	n/a
6.98	0.026	saccade	n/a	423.3	250.8	n/a	480.1	248.7	1.95	92.0
7.008	0.184	fixation	n/a	504.0	250.9	3265.0	n/a	n/a	n/a	n/a
