sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	Henry	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	2	Ford,	2.0	3136.0	67.0	n/a	134.0	134.0	134.0	3275.0	3136.0	3136.0	3136.0	1.882702	1.026127	0.814959	1.049491	1.042012	2.855985	1.801791	8.69294	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.652481	1.705059	1.194922	1.145482	1.415749	2.577434	1.7243	9.161546	2.652481	1.705059	1.194922	1.145482	1.415749	2.577434	1.7243	9.161546	2.652481	1.705059	1.194922	1.145482	1.415749	2.577434	1.7243	9.161546
1	3	with	1.0	3007.0	52.0	52.0	52.0	52.0	52.0	3007.0	3007.0	3007.0	3007.0	1.108841	1.927224	2.674269	2.217452	1.009405	2.385859	3.59798	9.033587	1.108841	1.927224	2.674269	2.217452	1.009405	2.385859	3.59798	9.033587	1.108841	1.927224	2.674269	2.217452	1.009405	2.385859	3.59798	9.033587	1.108841	1.927224	2.674269	2.217452	1.009405	2.385859	3.59798	9.033587	1.108841	1.927224	2.674269	2.217452	1.009405	2.385859	3.59798	9.033587
1	4	his	2.0	3180.5	56.0	n/a	56.0	301.0	167.0	3325.0	3325.0	3158.25	3180.5	1.704259	0.82842	0.795691	1.140671	1.277143	2.427407	2.331555	8.435732	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.704259	0.82842	0.795691	1.140671	1.277143	2.427407	2.331555	8.435732	2.629001	1.507887	1.165496	1.36468	1.42446	2.229948	1.750104	9.125833	2.605521	1.310714	1.13607	1.583878	1.433172	1.882463	1.775909	9.090121
1	5	son	2.0	3064.5	89.0	n/a	89.0	89.0	215.0	3090.0	3090.0	3090.0	3064.5	2.830698	1.213765	2.224174	2.000179	1.760324	2.121171	2.282241	8.723869	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.830698	1.213765	2.224174	2.000179	1.760324	2.121171	2.282241	8.723869	2.830698	1.213765	2.224174	2.000179	1.760324	2.121171	2.282241	8.723869	2.15691	1.541395	2.358608	1.857859	2.109009	2.082051	1.847206	9.097752
1	6	Edsel,	3.0	3066.0	141.0	n/a	141.0	423.0	555.0	3016.0	3016.0	3078.0	3066.0	2.719686	1.932383	0.991133	1.504365	2.153889	2.570965	1.18089	9.419215	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.719686	1.932383	0.991133	1.504365	2.153889	2.570965	1.18089	9.419215	2.513986	1.5785	1.663828	1.75127	1.939011	2.451574	1.78665	9.293737	2.589231	1.684985	1.507202	1.60107	2.338259	2.669326	1.854606	9.53928
1	7	founded	2.0	3020.0	118.0	n/a	118.0	565.0	218.0	3017.0	3017.0	3033.25	3020.0	1.975434	2.156453	0.981368	1.128257	1.898372	2.537902	1.451626	8.962676	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.975434	2.156453	0.981368	1.128257	1.898372	2.537902	1.451626	8.962676	2.37842	2.13129	1.614505	1.458511	2.359054	2.871237	1.720099	9.333862	2.487061	2.561457	1.105339	1.284464	2.010227	3.333794	1.491059	9.201657
1	8	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	9	Ford	1.0	3099.0	83.0	83.0	83.0	83.0	83.0	3099.0	3099.0	3099.0	3099.0	2.075172	2.310513	0.750369	1.950615	1.890786	2.32844	1.739454	9.270188	2.075172	2.310513	0.750369	1.950615	1.890786	2.32844	1.739454	9.270188	2.075172	2.310513	0.750369	1.950615	1.890786	2.32844	1.739454	9.270188	2.075172	2.310513	0.750369	1.950615	1.890786	2.32844	1.739454	9.270188	2.075172	2.310513	0.750369	1.950615	1.890786	2.32844	1.739454	9.270188
1	10	Foundation	2.0	3109.5	149.0	n/a	149.0	149.0	307.0	3076.0	3076.0	3076.0	3109.5	0.995695	2.062765	1.712733	1.892545	1.948907	2.125288	2.087348	9.335648	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.995695	2.062765	1.712733	1.892545	1.948907	2.125288	2.087348	9.335648	0.995695	2.062765	1.712733	1.892545	1.948907	2.125288	2.087348	9.335648	1.54757	2.032806	1.945644	1.811889	2.044985	2.245167	2.036966	9.466166
