onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.038	0.226	fixation	n/a	297.2	361.6	3297.0	n/a	n/a	n/a	n/a
0.086	0.0	trigger_93	93	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.266	0.038	saccade	n/a	301.3	358.1	n/a	334.8	213.8	5.3	202.0
0.306	0.226	fixation	n/a	344.3	208.6	3062.0	n/a	n/a	n/a	n/a
0.534	0.028	saccade	n/a	346.8	208.7	n/a	266.5	205.3	2.84	147.0
0.564	0.248	fixation	n/a	264.3	207.0	3103.0	n/a	n/a	n/a	n/a
0.814	0.028	saccade	n/a	267.1	208.5	n/a	353.3	203.3	3.05	145.0
0.844	0.222	fixation	n/a	358.6	201.0	3118.0	n/a	n/a	n/a	n/a
1.068	0.024	saccade	n/a	356.8	200.0	n/a	295.8	206.3	2.17	126.0
1.094	0.274	fixation	n/a	291.0	205.8	3056.0	n/a	n/a	n/a	n/a
1.37	0.024	saccade	n/a	294.0	203.5	n/a	345.0	205.2	1.8	98.0
1.396	0.102	fixation	n/a	348.7	202.6	2999.0	n/a	n/a	n/a	n/a
1.5	0.27	saccade	n/a	354.1	204.9	n/a	324.9	234.8	1.49	1563.0
1.55	0.162	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.772	0.18	fixation	n/a	322.9	204.5	3070.0	n/a	n/a	n/a	n/a
1.954	0.026	saccade	n/a	319.8	197.5	n/a	254.3	191.3	2.31	120.0
1.982	0.128	fixation	n/a	250.1	191.7	3171.0	n/a	n/a	n/a	n/a
2.096	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.112	0.024	saccade	n/a	250.9	198.5	n/a	285.1	248.4	2.15	116.0
2.138	0.15	fixation	n/a	300.5	278.3	3130.0	n/a	n/a	n/a	n/a
2.29	2.402	saccade	n/a	303.7	279.2	n/a	400.3	178.8	4.97	2466.0
2.504	2.114	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.694	0.088	fixation	n/a	400.9	177.0	3294.0	n/a	n/a	n/a	n/a
4.784	0.032	saccade	n/a	404.2	174.7	n/a	501.4	172.5	3.45	172.0
4.818	0.216	fixation	n/a	502.7	175.4	3093.0	n/a	n/a	n/a	n/a
5.036	0.014	saccade	n/a	506.3	172.4	n/a	525.4	170.0	0.68	56.0
5.052	0.13	fixation	n/a	525.6	168.1	3011.0	n/a	n/a	n/a	n/a
5.184	0.024	saccade	n/a	524.3	171.4	n/a	479.4	173.4	1.6	111.0
5.21	0.21	fixation	n/a	481.0	173.0	3054.0	n/a	n/a	n/a	n/a
5.422	0.028	saccade	n/a	482.0	174.2	n/a	545.4	170.9	2.26	92.0
5.452	0.136	fixation	n/a	552.9	172.1	3009.0	n/a	n/a	n/a	n/a
5.59	0.022	saccade	n/a	556.4	173.4	n/a	592.7	173.0	1.29	74.0
5.614	0.14	fixation	n/a	604.3	169.8	2934.0	n/a	n/a	n/a	n/a
5.756	0.014	saccade	n/a	608.1	169.9	n/a	624.1	170.3	0.56	45.0
