onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.017	0.046	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.017	0.09	saccade	n/a	0.0	0.0	n/a	267.4	316.8	5100000.0	1013.0
0.074	0.0	trigger_94	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.109	0.124	fixation	n/a	276.0	324.0	3445.0	n/a	n/a	n/a	n/a
0.235	0.042	saccade	n/a	280.1	325.9	n/a	283.5	176.7	5.82	267.0
0.279	0.202	fixation	n/a	287.0	177.6	3198.0	n/a	n/a	n/a	n/a
0.483	0.024	saccade	n/a	294.7	176.1	n/a	346.6	187.5	2.02	127.0
0.509	0.232	fixation	n/a	343.9	185.5	2501.0	n/a	n/a	n/a	n/a
0.743	0.028	saccade	n/a	343.0	179.3	n/a	404.2	194.8	2.39	146.0
0.773	0.23	fixation	n/a	399.2	193.6	2567.0	n/a	n/a	n/a	n/a
1.005	0.024	saccade	n/a	398.8	194.9	n/a	441.8	219.5	1.87	115.0
1.031	0.196	fixation	n/a	440.1	220.2	2542.0	n/a	n/a	n/a	n/a
1.229	0.058	saccade	n/a	442.0	220.5	n/a	777.4	272.2	12.37	340.0
1.289	0.41	fixation	n/a	788.2	274.0	2545.0	n/a	n/a	n/a	n/a
1.701	0.178	saccade	n/a	793.0	284.3	n/a	322.1	216.3	17.38	3270.0
1.745	0.098	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.881	0.198	fixation	n/a	328.0	214.5	2622.0	n/a	n/a	n/a	n/a
2.081	0.066	saccade	n/a	330.2	216.7	n/a	792.3	226.6	16.9	422.0
2.082	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.149	0.122	fixation	n/a	792.7	225.6	2608.0	n/a	n/a	n/a	n/a
2.273	0.056	saccade	n/a	792.8	227.2	n/a	372.3	202.6	15.4	528.0
2.331	0.072	fixation	n/a	368.7	202.6	2649.0	n/a	n/a	n/a	n/a
2.405	0.036	saccade	n/a	367.8	203.5	n/a	210.4	189.1	5.99	325.0
2.443	0.122	fixation	n/a	203.4	186.8	2562.0	n/a	n/a	n/a	n/a
2.567	0.024	saccade	n/a	201.9	186.5	n/a	160.0	181.1	1.59	120.0
2.593	0.104	fixation	n/a	161.3	183.9	2535.0	n/a	n/a	n/a	n/a
2.699	0.014	saccade	n/a	156.8	182.6	n/a	138.1	182.8	0.7	62.0
2.715	0.452	fixation	n/a	137.2	186.0	2524.0	n/a	n/a	n/a	n/a
3.169	0.032	saccade	n/a	132.4	186.2	n/a	226.2	188.7	3.52	210.0
3.203	0.206	fixation	n/a	233.3	185.1	2634.0	n/a	n/a	n/a	n/a
3.411	0.034	saccade	n/a	235.5	183.5	n/a	343.1	185.5	4.08	244.0
3.447	0.198	fixation	n/a	347.4	187.5	2671.0	n/a	n/a	n/a	n/a
3.647	0.024	saccade	n/a	348.6	189.0	n/a	392.5	186.8	1.67	120.0
3.673	0.216	fixation	n/a	391.7	185.7	2635.0	n/a	n/a	n/a	n/a
3.891	0.024	saccade	n/a	393.7	186.7	n/a	455.5	181.5	2.35	147.0
3.917	0.2	fixation	n/a	460.4	183.1	2637.0	n/a	n/a	n/a	n/a
4.119	0.03	saccade	n/a	462.0	180.9	n/a	525.7	175.0	2.41	161.0
4.151	0.402	fixation	n/a	533.2	180.7	2636.0	n/a	n/a	n/a	n/a
4.555	0.056	saccade	n/a	540.5	184.2	n/a	179.4	225.3	13.67	438.0
4.613	0.104	fixation	n/a	178.6	230.3	2657.0	n/a	n/a	n/a	n/a
4.719	0.026	saccade	n/a	179.1	233.0	n/a	129.8	236.8	1.86	135.0
4.747	0.196	fixation	n/a	130.2	237.3	2628.0	n/a	n/a	n/a	n/a
4.945	0.032	saccade	n/a	130.8	236.1	n/a	224.4	241.1	3.52	202.0
4.979	0.228	fixation	n/a	231.1	241.6	2638.0	n/a	n/a	n/a	n/a
5.209	0.034	saccade	n/a	232.8	240.8	n/a	336.6	244.2	3.95	195.0
5.245	0.178	fixation	n/a	340.0	246.6	2607.0	n/a	n/a	n/a	n/a
5.425	0.03	saccade	n/a	342.1	248.1	n/a	420.2	246.3	2.98	190.0
5.457	0.23	fixation	n/a	423.2	244.4	2574.0	n/a	n/a	n/a	n/a
5.689	0.028	saccade	n/a	425.8	244.1	n/a	494.9	237.3	2.63	165.0
5.719	0.216	fixation	n/a	497.1	240.3	2545.0	n/a	n/a	n/a	n/a
5.937	0.026	saccade	n/a	500.1	238.3	n/a	552.7	232.6	1.99	136.0
5.965	0.094	fixation	n/a	552.2	234.3	2500.0	n/a	n/a	n/a	n/a
6.061	0.026	saccade	n/a	555.9	236.1	n/a	617.5	247.5	2.34	153.0
6.089	0.114	fixation	n/a	620.7	245.5	2490.0	n/a	n/a	n/a	n/a
6.205	0.068	saccade	n/a	622.5	244.6	n/a	159.8	281.6	17.32	450.0
6.275	0.286	fixation	n/a	150.7	304.5	2498.0	n/a	n/a	n/a	n/a
6.563	0.03	saccade	n/a	152.4	306.5	n/a	226.7	304.8	2.8	190.0
6.595	0.246	fixation	n/a	227.2	304.1	2387.0	n/a	n/a	n/a	n/a
6.843	0.03	saccade	n/a	228.0	303.3	n/a	306.1	309.8	2.98	198.0
6.875	0.186	fixation	n/a	306.6	310.1	2371.0	n/a	n/a	n/a	n/a
7.063	0.122	saccade	n/a	308.9	313.0	n/a	368.9	296.3	2.38	619.0
7.097	0.05	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.187	0.172	fixation	n/a	370.4	300.6	2564.0	n/a	n/a	n/a	n/a
7.361	0.03	saccade	n/a	373.0	303.4	n/a	443.2	295.5	2.7	169.0
7.393	0.162	fixation	n/a	445.5	296.3	2575.0	n/a	n/a	n/a	n/a
7.557	0.032	saccade	n/a	447.2	297.8	n/a	541.4	295.2	3.57	203.0
7.591	0.15	fixation	n/a	541.8	294.5	2517.0	n/a	n/a	n/a	n/a
7.743	0.028	saccade	n/a	542.7	294.1	n/a	610.6	292.0	2.54	163.0
7.773	0.07	fixation	n/a	609.8	292.7	2487.0	n/a	n/a	n/a	n/a
7.845	0.056	saccade	n/a	609.3	293.2	n/a	226.0	362.7	14.63	451.0
7.903	0.1	fixation	n/a	219.3	363.3	2600.0	n/a	n/a	n/a	n/a
8.005	0.028	saccade	n/a	214.7	364.2	n/a	149.9	362.0	2.44	169.0
8.035	0.144	fixation	n/a	150.8	363.9	2614.0	n/a	n/a	n/a	n/a
8.181	0.036	saccade	n/a	150.7	364.9	n/a	297.3	368.0	5.53	300.0
8.219	0.222	fixation	n/a	304.1	368.0	2630.0	n/a	n/a	n/a	n/a
8.443	0.02	saccade	n/a	307.3	369.9	n/a	341.2	374.0	1.3	97.0
8.465	0.14	fixation	n/a	339.1	374.3	2654.0	n/a	n/a	n/a	n/a
8.607	0.02	saccade	n/a	340.1	373.7	n/a	377.9	371.6	1.44	100.0
8.629	0.16	fixation	n/a	375.8	373.1	2663.0	n/a	n/a	n/a	n/a
8.791	0.028	saccade	n/a	374.9	372.7	n/a	348.3	320.5	2.26	148.0
8.82	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.821	0.34	fixation	n/a	346.8	321.5	2718.0	n/a	n/a	n/a	n/a
8.922	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.163	0.036	saccade	n/a	349.1	324.3	n/a	275.7	201.7	5.5	286.0
9.201	0.088	fixation	n/a	272.9	194.5	2528.0	n/a	n/a	n/a	n/a
9.291	0.03	saccade	n/a	273.6	193.9	n/a	182.6	181.7	3.47	230.0
9.323	0.164	fixation	n/a	179.8	183.4	2492.0	n/a	n/a	n/a	n/a
9.489	0.024	saccade	n/a	177.7	182.1	n/a	137.6	179.2	1.51	109.0
9.515	0.152	fixation	n/a	138.8	182.2	2505.0	n/a	n/a	n/a	n/a
9.669	0.032	saccade	n/a	138.9	181.3	n/a	217.5	183.1	2.95	193.0
9.703	0.118	fixation	n/a	219.7	184.1	2557.0	n/a	n/a	n/a	n/a
9.823	0.036	saccade	n/a	221.6	187.7	n/a	325.5	190.5	3.94	240.0
9.861	0.164	fixation	n/a	329.3	188.5	2637.0	n/a	n/a	n/a	n/a
10.027	0.028	saccade	n/a	331.8	188.0	n/a	396.9	184.7	2.48	161.0
10.057	0.292	fixation	n/a	393.9	183.0	2646.0	n/a	n/a	n/a	n/a
10.351	0.032	saccade	n/a	395.1	183.7	n/a	478.9	176.5	3.19	205.0
10.385	0.198	fixation	n/a	481.3	176.3	2631.0	n/a	n/a	n/a	n/a
10.585	0.03	saccade	n/a	484.9	174.5	n/a	552.5	179.2	2.55	161.0
10.617	0.086	fixation	n/a	554.2	177.4	2632.0	n/a	n/a	n/a	n/a
10.705	0.058	saccade	n/a	554.5	179.4	n/a	140.3	231.8	15.64	458.0
10.765	0.176	fixation	n/a	135.0	232.2	2578.0	n/a	n/a	n/a	n/a
10.943	0.018	saccade	n/a	133.4	236.1	n/a	115.0	248.9	0.84	65.0
10.963	0.156	fixation	n/a	118.4	249.5	2525.0	n/a	n/a	n/a	n/a
11.121	0.028	saccade	n/a	120.6	249.6	n/a	137.0	186.3	2.5	168.0
11.151	0.626	fixation	n/a	131.9	186.1	2545.0	n/a	n/a	n/a	n/a
11.444	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.546	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.779	0.03	saccade	n/a	132.4	188.8	n/a	209.3	186.6	2.89	201.0
11.811	0.21	fixation	n/a	209.7	184.9	2663.0	n/a	n/a	n/a	n/a
12.023	0.032	saccade	n/a	210.0	184.7	n/a	295.4	189.3	3.24	205.0
12.057	0.158	fixation	n/a	299.4	190.1	2619.0	n/a	n/a	n/a	n/a
12.217	0.034	saccade	n/a	300.2	187.7	n/a	405.1	186.6	3.99	243.0
12.253	0.192	fixation	n/a	405.7	185.0	2567.0	n/a	n/a	n/a	n/a
12.447	0.028	saccade	n/a	406.6	184.1	n/a	471.6	174.6	2.49	152.0
12.477	0.16	fixation	n/a	470.2	175.0	2527.0	n/a	n/a	n/a	n/a
12.639	0.028	saccade	n/a	472.5	172.5	n/a	536.8	174.7	2.43	154.0
12.669	0.084	fixation	n/a	536.6	176.2	2477.0	n/a	n/a	n/a	n/a
12.755	0.144	saccade	n/a	535.8	186.3	n/a	139.8	234.5	14.97	919.0
12.801	0.052	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.901	0.164	fixation	n/a	142.8	241.3	2499.0	n/a	n/a	n/a	n/a
13.067	0.014	saccade	n/a	140.2	241.5	n/a	124.0	238.0	0.62	52.0
13.083	0.168	fixation	n/a	129.0	240.0	2435.0	n/a	n/a	n/a	n/a
13.253	0.028	saccade	n/a	131.5	240.4	n/a	196.1	243.5	2.43	148.0
13.283	0.228	fixation	n/a	197.9	244.7	2347.0	n/a	n/a	n/a	n/a
13.513	0.03	saccade	n/a	201.1	247.8	n/a	276.1	248.2	2.84	173.0
13.545	0.19	fixation	n/a	277.7	251.0	2306.0	n/a	n/a	n/a	n/a
13.737	0.028	saccade	n/a	283.2	252.2	n/a	357.7	253.1	2.84	180.0
13.767	0.222	fixation	n/a	360.0	251.8	2328.0	n/a	n/a	n/a	n/a
13.991	0.03	saccade	n/a	363.7	252.1	n/a	432.4	246.7	2.63	160.0
14.023	0.16	fixation	n/a	430.8	246.2	2363.0	n/a	n/a	n/a	n/a
14.185	0.03	saccade	n/a	432.7	246.8	n/a	512.0	239.9	3.02	179.0
14.217	0.218	fixation	n/a	513.4	240.9	2327.0	n/a	n/a	n/a	n/a
14.437	0.026	saccade	n/a	515.8	239.7	n/a	573.9	238.6	2.18	132.0
14.465	0.106	fixation	n/a	573.7	238.7	2309.0	n/a	n/a	n/a	n/a
14.573	0.028	saccade	n/a	575.2	238.5	n/a	633.7	236.4	2.17	146.0
14.603	0.104	fixation	n/a	634.8	238.0	2289.0	n/a	n/a	n/a	n/a
14.709	0.064	saccade	n/a	636.0	238.7	n/a	184.0	303.4	17.05	482.0
14.775	0.164	fixation	n/a	177.4	305.5	2454.0	n/a	n/a	n/a	n/a
14.941	0.018	saccade	n/a	173.2	308.6	n/a	141.8	306.3	1.18	92.0
14.961	0.088	fixation	n/a	144.7	306.7	2474.0	n/a	n/a	n/a	n/a
15.051	0.036	saccade	n/a	145.5	308.2	n/a	263.2	307.1	4.44	267.0
15.089	0.204	fixation	n/a	270.6	306.0	2483.0	n/a	n/a	n/a	n/a
15.295	0.032	saccade	n/a	270.5	307.0	n/a	349.5	312.5	3.02	193.0
15.329	0.144	fixation	n/a	352.0	311.1	2507.0	n/a	n/a	n/a	n/a
15.475	0.03	saccade	n/a	354.8	311.1	n/a	430.0	304.2	2.88	194.0
15.507	0.252	fixation	n/a	436.0	304.4	2493.0	n/a	n/a	n/a	n/a
15.761	0.028	saccade	n/a	440.4	304.4	n/a	504.7	299.9	2.44	172.0
15.791	0.096	fixation	n/a	505.0	303.5	2500.0	n/a	n/a	n/a	n/a
15.889	0.054	saccade	n/a	504.8	305.0	n/a	189.8	360.6	12.08	405.0
15.945	0.12	fixation	n/a	186.7	363.8	2552.0	n/a	n/a	n/a	n/a
16.067	0.024	saccade	n/a	185.2	365.7	n/a	141.6	364.6	1.63	120.0
16.093	0.148	fixation	n/a	140.7	364.6	2536.0	n/a	n/a	n/a	n/a
16.243	0.036	saccade	n/a	139.9	363.4	n/a	278.6	370.8	5.23	300.0
