onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.056	0.0	trigger_90	90	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.737	0.202	fixation	n/a	199.0	180.5	5316.0	n/a	n/a	n/a	n/a
0.941	0.036	saccade	n/a	196.8	182.9	n/a	299.9	202.4	3.76	169.0
0.979	0.126	fixation	n/a	303.5	206.7	5154.0	n/a	n/a	n/a	n/a
1.107	0.146	saccade	n/a	301.0	208.8	n/a	261.7	160.3	2.32	950.0
1.143	0.066	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.255	0.334	fixation	n/a	269.0	170.9	4679.0	n/a	n/a	n/a	n/a
1.591	0.122	saccade	n/a	267.1	180.1	n/a	307.9	140.5	2.13	1704.0
1.715	0.532	fixation	n/a	315.9	161.9	4682.0	n/a	n/a	n/a	n/a
2.068	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.249	0.04	saccade	n/a	320.1	174.2	n/a	176.9	133.1	5.55	244.0
2.291	0.132	fixation	n/a	169.3	129.2	4843.0	n/a	n/a	n/a	n/a
2.425	0.02	saccade	n/a	166.1	127.4	n/a	131.0	116.6	1.35	95.0
2.447	0.118	fixation	n/a	128.6	118.7	4799.0	n/a	n/a	n/a	n/a
2.567	0.136	saccade	n/a	127.6	113.3	n/a	232.4	106.5	3.86	1412.0
2.599	0.058	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.705	0.24	fixation	n/a	235.0	122.5	4747.0	n/a	n/a	n/a	n/a
2.947	0.026	saccade	n/a	239.5	124.9	n/a	309.6	132.1	2.62	145.0
2.975	0.138	fixation	n/a	313.6	131.3	4837.0	n/a	n/a	n/a	n/a
3.115	0.022	saccade	n/a	312.0	130.9	n/a	268.9	129.0	1.61	107.0
3.139	0.264	fixation	n/a	266.9	129.4	4794.0	n/a	n/a	n/a	n/a
3.405	0.024	saccade	n/a	268.4	126.0	n/a	329.7	126.5	2.28	131.0
3.431	0.162	fixation	n/a	334.2	126.8	4716.0	n/a	n/a	n/a	n/a
3.595	0.03	saccade	n/a	337.7	127.5	n/a	431.2	129.5	3.49	156.0
3.627	0.378	fixation	n/a	442.1	134.3	4710.0	n/a	n/a	n/a	n/a
4.007	0.028	saccade	n/a	445.4	135.9	n/a	530.3	128.2	3.17	153.0
4.037	0.346	fixation	n/a	538.3	136.3	4594.0	n/a	n/a	n/a	n/a
4.385	0.05	saccade	n/a	540.6	141.8	n/a	269.2	185.7	10.23	344.0
4.437	0.384	fixation	n/a	258.4	185.4	4841.0	n/a	n/a	n/a	n/a
4.823	0.034	saccade	n/a	250.1	186.4	n/a	132.5	173.4	4.37	236.0
4.859	0.514	fixation	n/a	132.0	179.8	4848.0	n/a	n/a	n/a	n/a
5.375	0.028	saccade	n/a	139.1	187.0	n/a	201.4	189.4	2.3	147.0
5.405	0.11	fixation	n/a	205.1	190.4	4952.0	n/a	n/a	n/a	n/a
5.517	0.056	saccade	n/a	207.0	192.2	n/a	496.8	148.8	10.88	317.0
5.575	0.082	fixation	n/a	504.6	147.4	4856.0	n/a	n/a	n/a	n/a
5.659	0.02	saccade	n/a	508.6	148.2	n/a	538.2	144.5	1.11	75.0
5.681	0.084	fixation	n/a	540.1	147.3	4726.0	n/a	n/a	n/a	n/a
5.767	0.054	saccade	n/a	540.4	148.3	n/a	238.6	194.1	11.33	366.0
5.823	0.38	fixation	n/a	231.4	199.2	4821.0	n/a	n/a	n/a	n/a
6.205	0.14	saccade	n/a	221.2	190.5	n/a	269.4	187.4	1.8	1195.0
6.241	0.044	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.347	0.536	fixation	n/a	263.8	201.5	4598.0	n/a	n/a	n/a	n/a
6.885	0.016	saccade	n/a	257.8	202.1	n/a	238.0	195.4	0.78	60.0
6.903	0.232	fixation	n/a	239.5	196.3	4374.0	n/a	n/a	n/a	n/a
7.137	0.016	saccade	n/a	240.0	195.1	n/a	257.7	198.5	0.67	51.0
7.155	0.136	fixation	n/a	258.9	198.5	4263.0	n/a	n/a	n/a	n/a
7.293	0.032	saccade	n/a	261.3	198.2	n/a	363.7	197.7	3.84	163.0
7.327	0.176	fixation	n/a	371.0	199.9	4157.0	n/a	n/a	n/a	n/a
7.505	0.026	saccade	n/a	377.1	204.0	n/a	448.7	204.7	2.7	144.0
7.533	0.296	fixation	n/a	453.7	207.8	4081.0	n/a	n/a	n/a	n/a
7.831	0.018	saccade	n/a	451.7	206.3	n/a	426.8	205.2	0.94	68.0
7.851	0.216	fixation	n/a	426.1	206.2	4071.0	n/a	n/a	n/a	n/a
8.069	0.036	saccade	n/a	429.4	210.5	n/a	534.1	206.0	3.93	163.0
8.107	0.364	fixation	n/a	537.4	206.8	3978.0	n/a	n/a	n/a	n/a
8.473	0.028	saccade	n/a	537.4	206.2	n/a	619.4	201.6	3.03	147.0
8.503	0.072	fixation	n/a	624.3	203.3	3994.0	n/a	n/a	n/a	n/a
8.577	0.12	saccade	n/a	621.5	205.5	n/a	185.2	240.0	16.12	1351.0
8.615	0.046	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
