onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.064	0.198	fixation	n/a	322.4	286.1	3405.0	n/a	n/a	n/a	n/a
0.108	0.0	trigger_93	93	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.264	0.044	saccade	n/a	323.7	286.0	n/a	175.9	145.8	7.95	381.0
0.31	0.984	fixation	n/a	177.1	155.9	3421.0	n/a	n/a	n/a	n/a
1.296	0.022	saccade	n/a	180.7	161.0	n/a	210.1	182.8	1.42	93.0
1.32	0.744	fixation	n/a	203.3	184.6	3700.0	n/a	n/a	n/a	n/a
2.066	0.034	saccade	n/a	205.1	191.2	n/a	304.1	146.3	4.24	180.0
2.102	0.052	fixation	n/a	302.9	152.1	3706.0	n/a	n/a	n/a	n/a
2.118	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.156	0.2	saccade	n/a	297.8	164.4	n/a	208.0	176.3	3.52	906.0
2.198	0.078	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.358	0.098	fixation	n/a	208.7	185.9	3599.0	n/a	n/a	n/a	n/a
2.458	0.062	saccade	n/a	208.9	179.1	n/a	125.5	398.4	9.11	453.0
2.522	0.16	fixation	n/a	127.8	400.4	3755.0	n/a	n/a	n/a	n/a
2.684	0.054	saccade	n/a	127.2	405.3	n/a	384.7	423.1	9.87	345.0
2.74	0.082	fixation	n/a	393.1	428.4	3650.0	n/a	n/a	n/a	n/a
2.824	0.052	saccade	n/a	397.0	428.9	n/a	146.4	180.4	13.68	609.0
2.878	0.062	fixation	n/a	143.5	180.0	3542.0	n/a	n/a	n/a	n/a
2.942	0.032	saccade	n/a	141.0	182.8	n/a	121.4	161.5	1.12	159.0
2.976	0.138	fixation	n/a	119.6	158.9	3371.0	n/a	n/a	n/a	n/a
3.116	0.03	saccade	n/a	120.2	159.2	n/a	191.3	145.8	2.76	173.0
3.148	0.166	fixation	n/a	191.0	141.3	3287.0	n/a	n/a	n/a	n/a
3.316	0.032	saccade	n/a	193.0	141.7	n/a	279.9	133.2	3.38	200.0
3.35	0.118	fixation	n/a	274.2	131.7	3416.0	n/a	n/a	n/a	n/a
3.47	0.036	saccade	n/a	273.1	132.2	n/a	378.2	125.8	4.11	241.0
3.508	0.216	fixation	n/a	378.4	125.1	3481.0	n/a	n/a	n/a	n/a
3.726	0.034	saccade	n/a	379.2	126.3	n/a	464.9	124.3	3.35	208.0
3.762	0.204	fixation	n/a	462.6	122.0	3484.0	n/a	n/a	n/a	n/a
3.968	0.03	saccade	n/a	465.2	123.6	n/a	531.7	120.4	2.59	178.0
4.0	0.032	fixation	n/a	527.6	121.1	3410.0	n/a	n/a	n/a	n/a
