sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	He	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	2	was	3.0	3648.3333	219.0	n/a	219.0	219.0	545.0	3678.0	3678.0	3678.0	3648.3333	3.223452	1.898592	1.318269	2.607858	2.031921	2.167609	1.722638	1.798557	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.223452	1.898592	1.318269	2.607858	2.031921	2.167609	1.722638	1.798557	3.223452	1.898592	1.318269	2.607858	2.031921	2.167609	1.722638	1.798557	2.699743	1.664745	1.633804	2.007269	1.685322	2.132696	2.015401	1.891328
1	3	also	3.0	3676.0	70.0	n/a	70.0	850.0	305.0	3620.0	3620.0	3662.1667	3676.0	2.532618	1.604731	1.759539	1.626952	1.736434	1.515826	1.321124	1.411497	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.532618	1.604731	1.759539	1.626952	1.736434	1.515826	1.321124	1.411497	2.697028	1.642742	1.664317	1.924821	1.68426	2.188245	1.896926	1.795027	2.694313	1.620739	1.694831	1.842373	1.683198	2.243794	1.778451	1.698726
1	4	the	1.0	3796.0	197.0	197.0	197.0	197.0	197.0	3796.0	3796.0	3796.0	3796.0	2.69777	2.055895	2.36524	1.764723	1.783728	1.819583	1.542714	1.899174	2.69777	2.055895	2.36524	1.764723	1.783728	1.819583	1.542714	1.899174	2.69777	2.055895	2.36524	1.764723	1.783728	1.819583	1.542714	1.899174	2.69777	2.055895	2.36524	1.764723	1.783728	1.819583	1.542714	1.899174	2.69777	2.055895	2.36524	1.764723	1.783728	1.819583	1.542714	1.899174
1	5	unsuccessful	3.0	3912.6667	64.0	n/a	64.0	407.0	210.0	3793.0	3793.0	3883.5	3912.6667	1.427374	1.021487	1.040894	0.857654	1.268593	2.22383	1.922641	1.661918	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.427374	1.021487	1.040894	0.857654	1.268593	2.22383	1.922641	1.661918	1.846937	1.495633	1.639777	1.493723	1.637013	2.009534	1.512621	1.678447	1.563326	1.308879	1.397956	1.40339	1.588108	2.072852	1.50259	1.604871
1	6	Republican	1.0	4157.0	123.0	123.0	123.0	123.0	123.0	4157.0	4157.0	4157.0	4157.0	2.049851	1.759618	2.248348	2.249693	1.399372	1.362631	1.808774	1.871439	2.049851	1.759618	2.248348	2.249693	1.399372	1.362631	1.808774	1.871439	2.049851	1.759618	2.248348	2.249693	1.399372	1.362631	1.808774	1.871439	2.049851	1.759618	2.248348	2.249693	1.399372	1.362631	1.808774	1.871439	2.049851	1.759618	2.248348	2.249693	1.399372	1.362631	1.808774	1.871439
1	7	nominee	1.0	4192.0	213.0	213.0	213.0	213.0	213.0	4192.0	4192.0	4192.0	4192.0	2.568186	1.223639	1.266868	1.297258	1.324187	2.031338	1.38437	1.452138	2.568186	1.223639	1.266868	1.297258	1.324187	2.031338	1.38437	1.452138	2.568186	1.223639	1.266868	1.297258	1.324187	2.031338	1.38437	1.452138	2.568186	1.223639	1.266868	1.297258	1.324187	2.031338	1.38437	1.452138	2.568186	1.223639	1.266868	1.297258	1.324187	2.031338	1.38437	1.452138
1	8	for	1.0	4031.0	138.0	138.0	138.0	138.0	138.0	4031.0	4031.0	4031.0	4031.0	1.71323	1.368352	1.095981	0.8426	1.601738	2.323023	1.241756	1.570618	1.71323	1.368352	1.095981	0.8426	1.601738	2.323023	1.241756	1.570618	1.71323	1.368352	1.095981	0.8426	1.601738	2.323023	1.241756	1.570618	1.71323	1.368352	1.095981	0.8426	1.601738	2.323023	1.241756	1.570618	1.71323	1.368352	1.095981	0.8426	1.601738	2.323023	1.241756	1.570618
1	9	President	1.0	4212.0	119.0	119.0	119.0	119.0	119.0	4212.0	4212.0	4212.0	4212.0	2.256822	2.366026	1.950846	1.485035	1.691011	1.704449	1.29071	1.529785	2.256822	2.366026	1.950846	1.485035	1.691011	1.704449	1.29071	1.529785	2.256822	2.366026	1.950846	1.485035	1.691011	1.704449	1.29071	1.529785	2.256822	2.366026	1.950846	1.485035	1.691011	1.704449	1.29071	1.529785	2.256822	2.366026	1.950846	1.485035	1.691011	1.704449	1.29071	1.529785
1	10	in	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	11	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	12	1996	1.0	4212.0	156.0	156.0	156.0	156.0	156.0	4212.0	4212.0	4212.0	4212.0	2.485706	1.730465	1.191515	1.450767	1.371168	1.670834	1.477032	1.644804	2.485706	1.730465	1.191515	1.450767	1.371168	1.670834	1.477032	1.644804	2.485706	1.730465	1.191515	1.450767	1.371168	1.670834	1.477032	1.644804	2.485706	1.730465	1.191515	1.450767	1.371168	1.670834	1.477032	1.644804	2.485706	1.730465	1.191515	1.450767	1.371168	1.670834	1.477032	1.644804
1	13	election,	1.0	4125.0	119.0	119.0	119.0	119.0	119.0	4125.0	4125.0	4125.0	4125.0	2.329297	1.780175	0.750658	1.324779	1.49419	1.987445	1.396323	1.693646	2.329297	1.780175	0.750658	1.324779	1.49419	1.987445	1.396323	1.693646	2.329297	1.780175	0.750658	1.324779	1.49419	1.987445	1.396323	1.693646	2.329297	1.780175	0.750658	1.324779	1.49419	1.987445	1.396323	1.693646	2.329297	1.780175	0.750658	1.324779	1.49419	1.987445	1.396323	1.693646
