onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.073	0.66	fixation	n/a	612.1	807.1	4807.0	n/a	n/a	n/a	n/a
0.102	0.0	trigger_93	93	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.735	0.198	saccade	n/a	622.8	806.4	n/a	276.9	310.9	21.75	1474.0
0.773	0.114	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.935	0.356	fixation	n/a	289.4	323.3	5029.0	n/a	n/a	n/a	n/a
1.293	0.046	saccade	n/a	291.9	328.8	n/a	130.6	224.0	7.14	255.0
1.341	0.346	fixation	n/a	137.2	233.9	4163.0	n/a	n/a	n/a	n/a
1.689	0.024	saccade	n/a	140.3	236.4	n/a	182.9	194.5	2.21	121.0
1.715	0.338	fixation	n/a	198.9	193.7	3731.0	n/a	n/a	n/a	n/a
2.055	0.016	saccade	n/a	197.2	201.8	n/a	178.1	208.1	0.74	60.0
2.073	0.262	fixation	n/a	179.4	204.7	3646.0	n/a	n/a	n/a	n/a
2.116	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.337	0.026	saccade	n/a	176.1	206.0	n/a	127.8	189.5	1.85	123.0
2.365	0.31	fixation	n/a	125.5	189.7	3591.0	n/a	n/a	n/a	n/a
2.677	0.02	saccade	n/a	125.9	188.3	n/a	167.2	188.6	1.49	103.0
2.699	0.202	fixation	n/a	167.8	191.2	3556.0	n/a	n/a	n/a	n/a
2.903	0.032	saccade	n/a	170.0	191.6	n/a	255.1	182.8	3.12	179.0
2.937	0.574	fixation	n/a	250.3	186.4	3643.0	n/a	n/a	n/a	n/a
3.513	0.03	saccade	n/a	251.3	187.2	n/a	343.5	179.9	3.43	197.0
3.545	0.206	fixation	n/a	344.5	177.3	3712.0	n/a	n/a	n/a	n/a
3.753	0.024	saccade	n/a	349.1	175.9	n/a	398.8	177.4	1.86	125.0
3.779	0.24	fixation	n/a	396.1	181.2	3721.0	n/a	n/a	n/a	n/a
4.021	0.028	saccade	n/a	399.0	182.6	n/a	460.8	178.2	2.33	144.0
4.051	0.224	fixation	n/a	461.0	183.1	3644.0	n/a	n/a	n/a	n/a
4.277	0.024	saccade	n/a	464.6	185.5	n/a	522.1	177.9	2.18	128.0
4.303	0.174	fixation	n/a	522.1	179.6	3619.0	n/a	n/a	n/a	n/a
4.479	0.022	saccade	n/a	524.6	180.0	n/a	562.2	178.2	1.41	93.0
4.503	0.116	fixation	n/a	558.8	179.8	3599.0	n/a	n/a	n/a	n/a
4.621	0.02	saccade	n/a	562.2	180.2	n/a	598.5	178.8	1.36	93.0
