onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.013	0.18	fixation	n/a	127.1	419.8	3997.0	n/a	n/a	n/a	n/a
0.195	0.048	saccade	n/a	127.2	421.4	n/a	141.5	213.7	7.58	288.0
0.245	0.294	fixation	n/a	143.7	218.1	3643.0	n/a	n/a	n/a	n/a
0.541	0.022	saccade	n/a	143.4	218.8	n/a	98.7	210.5	1.61	107.0
0.565	0.496	fixation	n/a	98.1	210.1	3597.0	n/a	n/a	n/a	n/a
1.063	0.014	saccade	n/a	90.0	211.2	n/a	70.2	212.3	0.69	58.0
1.079	0.242	fixation	n/a	74.7	216.1	3892.0	n/a	n/a	n/a	n/a
1.323	0.016	saccade	n/a	72.7	216.1	n/a	56.3	201.8	0.77	60.0
1.341	0.716	fixation	n/a	51.2	195.3	4138.0	n/a	n/a	n/a	n/a
2.059	0.192	saccade	n/a	51.5	193.5	n/a	77.6	244.8	2.08	1709.0
2.066	0.0	trigger_110	110	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.105	0.058	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.253	0.142	fixation	n/a	79.5	241.8	4231.0	n/a	n/a	n/a	n/a
2.397	0.022	saccade	n/a	81.7	249.8	n/a	57.2	279.8	1.39	71.0
2.421	0.318	fixation	n/a	59.2	293.1	4355.0	n/a	n/a	n/a	n/a
2.741	0.032	saccade	n/a	56.5	298.9	n/a	30.5	211.6	3.29	148.0
2.775	0.134	fixation	n/a	35.3	218.3	4252.0	n/a	n/a	n/a	n/a
2.911	0.036	saccade	n/a	39.1	221.3	n/a	134.0	170.4	3.81	174.0
2.949	0.466	fixation	n/a	139.5	173.1	4083.0	n/a	n/a	n/a	n/a
3.417	0.188	saccade	n/a	142.0	175.8	n/a	85.4	307.0	5.21	1316.0
3.461	0.044	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.607	0.334	fixation	n/a	89.4	291.9	4055.0	n/a	n/a	n/a	n/a
3.943	0.028	saccade	n/a	90.4	293.1	n/a	29.5	255.9	2.51	149.0
3.973	0.248	fixation	n/a	38.1	258.4	3889.0	n/a	n/a	n/a	n/a
4.08	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.223	0.04	saccade	n/a	41.3	259.6	n/a	202.4	226.9	5.82	272.0
4.265	0.098	fixation	n/a	203.3	225.9	3860.0	n/a	n/a	n/a	n/a
4.365	0.03	saccade	n/a	204.3	224.7	n/a	133.2	187.9	2.89	177.0
4.397	0.132	fixation	n/a	138.0	190.6	3873.0	n/a	n/a	n/a	n/a
4.531	0.018	saccade	n/a	136.9	191.8	n/a	109.3	186.9	1.0	76.0
4.551	0.21	fixation	n/a	117.3	188.7	3683.0	n/a	n/a	n/a	n/a
4.763	0.022	saccade	n/a	122.6	187.8	n/a	173.6	183.0	1.83	113.0
4.787	0.302	fixation	n/a	172.3	182.7	3652.0	n/a	n/a	n/a	n/a
5.091	0.014	saccade	n/a	166.9	182.8	n/a	149.3	183.0	0.63	55.0
5.107	0.148	fixation	n/a	153.1	182.2	3717.0	n/a	n/a	n/a	n/a
5.257	0.026	saccade	n/a	151.3	182.6	n/a	99.5	175.3	1.86	122.0
5.285	0.146	fixation	n/a	104.9	177.6	3774.0	n/a	n/a	n/a	n/a
5.433	0.028	saccade	n/a	106.6	181.3	n/a	180.7	180.3	2.63	158.0
5.463	0.186	fixation	n/a	178.5	182.7	3814.0	n/a	n/a	n/a	n/a
5.651	0.024	saccade	n/a	181.1	184.8	n/a	235.6	180.3	1.98	116.0
5.677	0.168	fixation	n/a	233.9	181.3	3855.0	n/a	n/a	n/a	n/a
5.847	0.022	saccade	n/a	236.6	181.9	n/a	286.0	178.8	1.8	118.0
5.871	0.422	fixation	n/a	286.5	181.1	3781.0	n/a	n/a	n/a	n/a
6.295	0.024	saccade	n/a	283.0	187.1	n/a	234.7	182.6	1.77	120.0
6.321	0.228	fixation	n/a	240.9	183.0	3667.0	n/a	n/a	n/a	n/a
6.551	0.044	saccade	n/a	243.9	179.5	n/a	413.3	176.6	6.22	243.0
6.597	0.244	fixation	n/a	410.4	179.6	3698.0	n/a	n/a	n/a	n/a
6.843	0.02	saccade	n/a	412.4	178.3	n/a	444.8	173.7	1.21	84.0
6.865	0.154	fixation	n/a	442.8	175.8	3671.0	n/a	n/a	n/a	n/a
7.021	0.024	saccade	n/a	446.0	176.9	n/a	499.2	176.0	1.97	124.0
7.047	0.25	fixation	n/a	498.4	177.0	3551.0	n/a	n/a	n/a	n/a
7.299	0.014	saccade	n/a	503.1	178.8	n/a	520.5	178.4	0.64	54.0
7.315	0.202	fixation	n/a	520.1	179.6	3473.0	n/a	n/a	n/a	n/a
7.519	0.02	saccade	n/a	523.5	179.7	n/a	558.3	176.3	1.29	86.0
7.541	0.076	fixation	n/a	556.2	176.2	3447.0	n/a	n/a	n/a	n/a
7.619	0.018	saccade	n/a	559.9	176.6	n/a	590.9	174.0	1.14	89.0
7.639	0.126	fixation	n/a	586.7	174.1	3417.0	n/a	n/a	n/a	n/a
7.767	0.062	saccade	n/a	587.0	175.9	n/a	159.3	223.2	15.6	420.0
7.831	0.118	fixation	n/a	159.7	229.5	3436.0	n/a	n/a	n/a	n/a
7.951	0.026	saccade	n/a	158.1	231.7	n/a	115.9	242.7	1.55	119.0
7.979	0.31	fixation	n/a	116.7	245.4	3459.0	n/a	n/a	n/a	n/a
8.291	0.028	saccade	n/a	118.1	248.6	n/a	186.0	247.9	2.43	154.0
8.321	0.428	fixation	n/a	185.7	247.9	3445.0	n/a	n/a	n/a	n/a
8.751	0.03	saccade	n/a	187.3	246.7	n/a	255.8	238.0	2.5	146.0
8.783	0.182	fixation	n/a	253.9	240.6	3440.0	n/a	n/a	n/a	n/a
8.967	0.014	saccade	n/a	258.6	242.2	n/a	274.3	241.6	0.57	47.0
8.983	0.348	fixation	n/a	274.6	241.7	3460.0	n/a	n/a	n/a	n/a
9.333	0.024	saccade	n/a	277.6	245.6	n/a	331.2	240.6	1.98	125.0
9.359	0.188	fixation	n/a	328.7	240.8	3405.0	n/a	n/a	n/a	n/a
9.549	0.026	saccade	n/a	332.6	240.3	n/a	391.2	238.2	2.16	132.0
9.577	0.212	fixation	n/a	391.1	242.2	3389.0	n/a	n/a	n/a	n/a
9.791	0.02	saccade	n/a	393.3	244.0	n/a	429.6	242.0	1.34	91.0
9.813	0.144	fixation	n/a	429.2	244.0	3353.0	n/a	n/a	n/a	n/a
9.959	0.022	saccade	n/a	431.0	245.4	n/a	472.6	242.6	1.54	100.0
9.983	0.67	fixation	n/a	468.8	246.7	3295.0	n/a	n/a	n/a	n/a
10.655	0.03	saccade	n/a	466.2	246.7	n/a	549.4	243.3	3.08	162.0
10.687	0.524	fixation	n/a	546.1	245.8	3355.0	n/a	n/a	n/a	n/a
11.213	0.212	saccade	n/a	538.0	253.7	n/a	577.1	232.7	1.65	2108.0
11.239	0.13	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.427	0.38	fixation	n/a	585.3	247.4	3181.0	n/a	n/a	n/a	n/a
11.809	0.064	saccade	n/a	595.5	246.0	n/a	122.7	324.8	17.29	459.0
11.875	0.436	fixation	n/a	115.0	322.5	3061.0	n/a	n/a	n/a	n/a
12.313	0.022	saccade	n/a	108.8	318.3	n/a	152.9	313.4	1.57	107.0
12.337	0.318	fixation	n/a	151.0	313.3	3068.0	n/a	n/a	n/a	n/a
12.657	0.028	saccade	n/a	150.3	309.2	n/a	201.6	238.8	3.18	169.0
12.687	0.196	fixation	n/a	209.1	242.5	3183.0	n/a	n/a	n/a	n/a
12.885	0.022	saccade	n/a	207.7	238.9	n/a	203.6	197.4	1.54	95.0
12.909	0.156	fixation	n/a	205.8	200.6	3239.0	n/a	n/a	n/a	n/a
13.067	0.03	saccade	n/a	208.2	199.7	n/a	134.6	188.9	2.66	170.0
13.099	0.358	fixation	n/a	142.0	190.9	3319.0	n/a	n/a	n/a	n/a
13.459	0.036	saccade	n/a	140.6	187.7	n/a	257.7	179.4	4.22	211.0
13.497	0.416	fixation	n/a	256.1	184.9	3549.0	n/a	n/a	n/a	n/a
13.67	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
13.734	0.0	trigger_12	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
