sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	Henry	2.0	5320.5	56.0	n/a	139.0	139.0	139.0	5374.0	5320.5	5320.5	5320.5	0.806034	1.052283	0.750363	0.959891	1.24876	0.935509	0.815039	3.348489	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.7787	0.971708	1.005738	0.908398	1.202315	0.945955	0.855855	2.843123	0.7787	0.971708	1.005738	0.908398	1.202315	0.945955	0.855855	2.843123	0.7787	0.971708	1.005738	0.908398	1.202315	0.945955	0.855855	2.843123
1	2	Ford,	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	3	with	1.0	5172.0	55.0	55.0	55.0	55.0	55.0	5172.0	5172.0	5172.0	5172.0	1.202951	1.23237	1.453461	0.780992	1.222092	1.244755	0.812937	2.647832	1.202951	1.23237	1.453461	0.780992	1.222092	1.244755	0.812937	2.647832	1.202951	1.23237	1.453461	0.780992	1.222092	1.244755	0.812937	2.647832	1.202951	1.23237	1.453461	0.780992	1.222092	1.244755	0.812937	2.647832	1.202951	1.23237	1.453461	0.780992	1.222092	1.244755	0.812937	2.647832
1	4	his	1.0	5179.0	70.0	70.0	70.0	70.0	70.0	5179.0	5179.0	5179.0	5179.0	1.152156	1.507057	1.087414	0.566936	0.713826	0.631	0.598065	2.365471	1.152156	1.507057	1.087414	0.566936	0.713826	0.631	0.598065	2.365471	1.152156	1.507057	1.087414	0.566936	0.713826	0.631	0.598065	2.365471	1.152156	1.507057	1.087414	0.566936	0.713826	0.631	0.598065	2.365471	1.152156	1.507057	1.087414	0.566936	0.713826	0.631	0.598065	2.365471
1	5	son	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	6	Edsel,	1.0	5223.0	64.0	64.0	64.0	64.0	64.0	5223.0	5223.0	5223.0	5223.0	1.244186	0.784142	1.173753	0.602441	0.542737	1.290836	0.701341	2.587612	1.244186	0.784142	1.173753	0.602441	0.542737	1.290836	0.701341	2.587612	1.244186	0.784142	1.173753	0.602441	0.542737	1.290836	0.701341	2.587612	1.244186	0.784142	1.173753	0.602441	0.542737	1.290836	0.701341	2.587612	1.244186	0.784142	1.173753	0.602441	0.542737	1.290836	0.701341	2.587612
1	7	founded	1.0	5133.0	87.0	87.0	87.0	87.0	87.0	5133.0	5133.0	5133.0	5133.0	0.700716	1.243008	0.988412	1.252259	0.985421	1.048664	0.576773	2.415073	0.700716	1.243008	0.988412	1.252259	0.985421	1.048664	0.576773	2.415073	0.700716	1.243008	0.988412	1.252259	0.985421	1.048664	0.576773	2.415073	0.700716	1.243008	0.988412	1.252259	0.985421	1.048664	0.576773	2.415073	0.700716	1.243008	0.988412	1.252259	0.985421	1.048664	0.576773	2.415073
1	8	the	1.0	5115.0	95.0	95.0	95.0	95.0	95.0	5115.0	5115.0	5115.0	5115.0	1.527551	2.103794	1.005164	0.890001	0.972751	0.729732	0.94609	2.236999	1.527551	2.103794	1.005164	0.890001	0.972751	0.729732	0.94609	2.236999	1.527551	2.103794	1.005164	0.890001	0.972751	0.729732	0.94609	2.236999	1.527551	2.103794	1.005164	0.890001	0.972751	0.729732	0.94609	2.236999	1.527551	2.103794	1.005164	0.890001	0.972751	0.729732	0.94609	2.236999
1	9	Ford	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	10	Foundation	1.0	5158.0	102.0	102.0	102.0	102.0	102.0	5158.0	5158.0	5158.0	5158.0	2.098939	2.034345	0.507005	0.868006	1.415061	1.42523	0.55945	2.559525	2.098939	2.034345	0.507005	0.868006	1.415061	1.42523	0.55945	2.559525	2.098939	2.034345	0.507005	0.868006	1.415061	1.42523	0.55945	2.559525	2.098939	2.034345	0.507005	0.868006	1.415061	1.42523	0.55945	2.559525	2.098939	2.034345	0.507005	0.868006	1.415061	1.42523	0.55945	2.559525
