onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.065	0.064	fixation	n/a	280.8	278.4	6094.0	n/a	n/a	n/a	n/a
0.131	0.034	saccade	n/a	288.5	277.8	n/a	175.6	272.7	3.97	222.0
0.167	0.23	fixation	n/a	174.6	274.5	5562.0	n/a	n/a	n/a	n/a
0.399	0.034	saccade	n/a	170.0	278.1	n/a	189.0	173.9	3.75	158.0
0.435	0.316	fixation	n/a	190.9	166.3	4951.0	n/a	n/a	n/a	n/a
0.753	0.138	saccade	n/a	192.0	182.4	n/a	113.2	126.3	3.36	1480.0
0.785	0.05	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.893	0.434	fixation	n/a	112.0	143.4	4838.0	n/a	n/a	n/a	n/a
1.329	0.04	saccade	n/a	111.2	147.1	n/a	261.4	189.8	5.43	208.0
1.371	0.322	fixation	n/a	264.5	197.4	5028.0	n/a	n/a	n/a	n/a
1.695	0.034	saccade	n/a	264.7	203.5	n/a	383.9	259.3	4.63	196.0
1.731	0.136	fixation	n/a	385.6	264.0	5165.0	n/a	n/a	n/a	n/a
1.869	0.186	saccade	n/a	385.2	267.1	n/a	263.8	257.9	4.26	1457.0
1.903	0.092	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.057	0.546	fixation	n/a	255.9	279.1	5269.0	n/a	n/a	n/a	n/a
2.112	0.0	trigger_114	114	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.605	0.024	saccade	n/a	254.3	291.4	n/a	199.0	316.4	2.16	138.0
2.631	0.216	fixation	n/a	205.0	324.1	5223.0	n/a	n/a	n/a	n/a
2.849	0.194	saccade	n/a	204.2	321.6	n/a	175.1	250.7	2.76	1482.0
2.887	0.102	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.045	0.246	fixation	n/a	179.6	283.2	5469.0	n/a	n/a	n/a	n/a
3.293	0.044	saccade	n/a	182.0	287.7	n/a	363.2	312.7	6.5	240.0
3.339	0.394	fixation	n/a	361.6	314.7	5316.0	n/a	n/a	n/a	n/a
3.735	0.03	saccade	n/a	363.4	317.3	n/a	454.6	342.4	3.36	155.0
3.767	0.28	fixation	n/a	462.8	352.1	5119.0	n/a	n/a	n/a	n/a
4.049	0.184	saccade	n/a	468.8	362.7	n/a	281.5	379.8	6.68	1241.0
4.085	0.076	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.13	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.235	0.092	fixation	n/a	279.1	392.0	5097.0	n/a	n/a	n/a	n/a
4.329	0.046	saccade	n/a	281.1	405.8	n/a	200.9	245.2	6.44	279.0
4.377	0.17	fixation	n/a	201.0	246.0	4991.0	n/a	n/a	n/a	n/a
4.549	0.024	saccade	n/a	193.6	238.1	n/a	148.9	217.9	1.73	118.0
4.575	0.104	fixation	n/a	151.8	222.1	4873.0	n/a	n/a	n/a	n/a
4.681	0.022	saccade	n/a	150.2	222.7	n/a	146.9	182.0	1.46	94.0
4.705	0.192	fixation	n/a	148.2	182.6	4829.0	n/a	n/a	n/a	n/a
4.899	0.034	saccade	n/a	148.1	186.9	n/a	260.9	178.2	3.98	206.0
4.935	0.188	fixation	n/a	261.7	182.1	4879.0	n/a	n/a	n/a	n/a
5.125	0.036	saccade	n/a	262.3	184.0	n/a	128.2	185.1	4.71	239.0
5.163	0.162	fixation	n/a	133.8	189.5	4921.0	n/a	n/a	n/a	n/a
5.327	0.074	saccade	n/a	133.3	189.3	n/a	198.0	520.5	11.96	239.0
5.403	0.158	fixation	n/a	197.3	520.6	4987.0	n/a	n/a	n/a	n/a
5.563	0.034	saccade	n/a	199.5	519.8	n/a	313.5	531.7	4.04	204.0
5.599	0.152	fixation	n/a	314.3	531.7	5116.0	n/a	n/a	n/a	n/a
