sentence_id	word_id	word	nfixations	meanpupilsize	ffd	sfd	gd	gpt	trt	ffd_pupilsize	gd_pupilsize	gpt_pupilsize	trt_pupilsize	ffd_t1_mean	ffd_t2_mean	ffd_a1_mean	ffd_a2_mean	ffd_b1_mean	ffd_b2_mean	ffd_g1_mean	ffd_g2_mean	sfd_t1_mean	sfd_t2_mean	sfd_a1_mean	sfd_a2_mean	sfd_b1_mean	sfd_b2_mean	sfd_g1_mean	sfd_g2_mean	gd_t1_mean	gd_t2_mean	gd_a1_mean	gd_a2_mean	gd_b1_mean	gd_b2_mean	gd_g1_mean	gd_g2_mean	gpt_t1_mean	gpt_t2_mean	gpt_a1_mean	gpt_a2_mean	gpt_b1_mean	gpt_b2_mean	gpt_g1_mean	gpt_g2_mean	trt_t1_mean	trt_t2_mean	trt_a1_mean	trt_a2_mean	trt_b1_mean	trt_b2_mean	trt_g1_mean	trt_g2_mean
1	1	Henry	1.0	3200.0	115.0	115.0	115.0	115.0	115.0	3200.0	3200.0	3200.0	3200.0	1.003716	1.155973	1.496677	1.170968	1.282004	1.385755	1.212417	1.238769	1.003716	1.155973	1.496677	1.170968	1.282004	1.385755	1.212417	1.238769	1.003716	1.155973	1.496677	1.170968	1.282004	1.385755	1.212417	1.238769	1.003716	1.155973	1.496677	1.170968	1.282004	1.385755	1.212417	1.238769	1.003716	1.155973	1.496677	1.170968	1.282004	1.385755	1.212417	1.238769
1	2	Ford,	1.0	3227.0	72.0	72.0	72.0	187.0	72.0	3227.0	3227.0	3213.5	3227.0	1.020694	1.168754	1.527533	1.605371	1.153696	1.14583	0.788796	1.442513	1.020694	1.168754	1.527533	1.605371	1.153696	1.14583	0.788796	1.442513	1.020694	1.168754	1.527533	1.605371	1.153696	1.14583	0.788796	1.442513	1.012205	1.162364	1.512105	1.38817	1.21785	1.265792	1.000607	1.340641	1.020694	1.168754	1.527533	1.605371	1.153696	1.14583	0.788796	1.442513
1	3	with	1.0	3382.0	115.0	115.0	115.0	115.0	115.0	3382.0	3382.0	3382.0	3382.0	1.216017	1.460874	0.879424	1.04087	1.142889	1.536655	1.109532	1.336815	1.216017	1.460874	0.879424	1.04087	1.142889	1.536655	1.109532	1.336815	1.216017	1.460874	0.879424	1.04087	1.142889	1.536655	1.109532	1.336815	1.216017	1.460874	0.879424	1.04087	1.142889	1.536655	1.109532	1.336815	1.216017	1.460874	0.879424	1.04087	1.142889	1.536655	1.109532	1.336815
1	4	his	1.0	3495.0	80.0	80.0	80.0	80.0	80.0	3495.0	3495.0	3495.0	3495.0	1.092634	1.927104	1.985062	1.285959	1.831026	1.482687	0.828357	1.227211	1.092634	1.927104	1.985062	1.285959	1.831026	1.482687	0.828357	1.227211	1.092634	1.927104	1.985062	1.285959	1.831026	1.482687	0.828357	1.227211	1.092634	1.927104	1.985062	1.285959	1.831026	1.482687	0.828357	1.227211	1.092634	1.927104	1.985062	1.285959	1.831026	1.482687	0.828357	1.227211
1	5	son	1.0	3585.0	79.0	79.0	79.0	79.0	79.0	3585.0	3585.0	3585.0	3585.0	1.256541	0.979082	1.215299	1.166162	1.133653	1.158129	1.116275	1.193069	1.256541	0.979082	1.215299	1.166162	1.133653	1.158129	1.116275	1.193069	1.256541	0.979082	1.215299	1.166162	1.133653	1.158129	1.116275	1.193069	1.256541	0.979082	1.215299	1.166162	1.133653	1.158129	1.116275	1.193069	1.256541	0.979082	1.215299	1.166162	1.133653	1.158129	1.116275	1.193069
1	6	Edsel,	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	7	founded	1.0	3474.0	160.0	160.0	160.0	160.0	160.0	3474.0	3474.0	3474.0	3474.0	1.708077	1.717165	1.40595	1.507151	1.542147	1.571249	1.007686	1.255881	1.708077	1.717165	1.40595	1.507151	1.542147	1.571249	1.007686	1.255881	1.708077	1.717165	1.40595	1.507151	1.542147	1.571249	1.007686	1.255881	1.708077	1.717165	1.40595	1.507151	1.542147	1.571249	1.007686	1.255881	1.708077	1.717165	1.40595	1.507151	1.542147	1.571249	1.007686	1.255881
1	8	the	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	9	Ford	1.0	3388.0	152.0	152.0	152.0	152.0	152.0	3388.0	3388.0	3388.0	3388.0	1.884002	1.373146	1.219318	1.279465	1.27256	1.537268	1.278373	1.339669	1.884002	1.373146	1.219318	1.279465	1.27256	1.537268	1.278373	1.339669	1.884002	1.373146	1.219318	1.279465	1.27256	1.537268	1.278373	1.339669	1.884002	1.373146	1.219318	1.279465	1.27256	1.537268	1.278373	1.339669	1.884002	1.373146	1.219318	1.279465	1.27256	1.537268	1.278373	1.339669
1	10	Foundation	1.0	3445.0	105.0	105.0	105.0	105.0	105.0	3445.0	3445.0	3445.0	3445.0	1.928033	1.604354	1.908373	1.276469	1.533715	1.755485	1.343641	1.477333	1.928033	1.604354	1.908373	1.276469	1.533715	1.755485	1.343641	1.477333	1.928033	1.604354	1.908373	1.276469	1.533715	1.755485	1.343641	1.477333	1.928033	1.604354	1.908373	1.276469	1.533715	1.755485	1.343641	1.477333	1.928033	1.604354	1.908373	1.276469	1.533715	1.755485	1.343641	1.477333
