onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.015	0.032	fixation	n/a	231.5	337.4	4529.0	n/a	n/a	n/a	n/a
0.049	0.028	saccade	n/a	232.0	337.7	n/a	187.2	322.9	1.7	147.0
0.064	0.0	trigger_90	90	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.079	0.16	fixation	n/a	193.4	331.0	4289.0	n/a	n/a	n/a	n/a
0.241	0.036	saccade	n/a	195.1	338.0	n/a	223.2	231.5	4.05	271.0
0.279	0.248	fixation	n/a	226.2	242.6	3971.0	n/a	n/a	n/a	n/a
0.529	0.032	saccade	n/a	230.2	248.8	n/a	169.8	167.0	3.72	217.0
0.563	0.336	fixation	n/a	176.6	172.3	3908.0	n/a	n/a	n/a	n/a
0.901	0.042	saccade	n/a	176.6	173.0	n/a	317.9	123.0	5.42	261.0
0.945	0.208	fixation	n/a	317.5	129.8	3986.0	n/a	n/a	n/a	n/a
1.155	0.176	saccade	n/a	318.1	144.0	n/a	247.0	201.3	3.34	1238.0
1.187	0.072	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.333	0.284	fixation	n/a	248.0	222.9	4116.0	n/a	n/a	n/a	n/a
1.619	0.048	saccade	n/a	247.5	224.3	n/a	405.2	227.1	5.74	251.0
1.669	0.238	fixation	n/a	402.0	230.8	4044.0	n/a	n/a	n/a	n/a
1.909	0.176	saccade	n/a	398.4	239.3	n/a	528.3	355.6	6.4	1573.0
1.943	0.078	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.074	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.087	0.084	fixation	n/a	524.1	367.3	3865.0	n/a	n/a	n/a	n/a
2.173	0.038	saccade	n/a	522.8	367.6	n/a	412.2	330.8	4.25	287.0
2.213	0.068	fixation	n/a	418.5	335.3	3865.0	n/a	n/a	n/a	n/a
2.283	0.042	saccade	n/a	418.3	332.6	n/a	265.7	276.1	5.91	345.0
2.327	0.058	fixation	n/a	268.5	279.2	3846.0	n/a	n/a	n/a	n/a
2.387	0.05	saccade	n/a	264.1	277.3	n/a	197.8	206.4	3.52	295.0
2.439	0.192	fixation	n/a	189.1	199.9	3696.0	n/a	n/a	n/a	n/a
2.633	0.024	saccade	n/a	181.5	206.9	n/a	142.9	190.8	1.49	118.0
2.659	0.076	fixation	n/a	147.5	196.2	3622.0	n/a	n/a	n/a	n/a
