onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.03	0.05	fixation	n/a	152.3	220.8	3563.0	n/a	n/a	n/a	n/a
0.082	0.032	saccade	n/a	153.3	223.0	n/a	185.5	140.2	3.31	230.0
0.116	0.658	fixation	n/a	187.4	154.4	3519.0	n/a	n/a	n/a	n/a
0.776	0.026	saccade	n/a	191.3	155.1	n/a	207.5	107.8	1.87	115.0
0.804	0.642	fixation	n/a	204.2	125.2	3652.0	n/a	n/a	n/a	n/a
1.448	0.204	saccade	n/a	199.3	137.2	n/a	241.8	288.7	5.88	912.0
1.516	0.062	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.654	0.246	fixation	n/a	242.0	296.7	4072.0	n/a	n/a	n/a	n/a
1.902	0.046	saccade	n/a	241.9	296.7	n/a	169.7	162.2	5.65	286.0
1.95	0.278	fixation	n/a	173.7	177.7	3839.0	n/a	n/a	n/a	n/a
2.078	0.0	trigger_112	112	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.23	0.034	saccade	n/a	174.7	180.4	n/a	267.2	185.0	3.38	226.0
2.266	0.114	fixation	n/a	262.8	186.9	3624.0	n/a	n/a	n/a	n/a
2.382	0.17	saccade	n/a	270.2	196.4	n/a	212.2	149.9	2.76	891.0
2.418	0.064	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.554	0.622	fixation	n/a	212.6	163.8	3656.0	n/a	n/a	n/a	n/a
3.178	0.034	saccade	n/a	210.5	168.2	n/a	130.4	138.3	3.11	172.0
3.214	0.142	fixation	n/a	145.8	147.7	3610.0	n/a	n/a	n/a	n/a
3.358	0.162	saccade	n/a	161.1	156.6	n/a	163.4	162.2	0.23	905.0
3.398	0.048	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.522	0.552	fixation	n/a	163.6	161.3	3741.0	n/a	n/a	n/a	n/a
4.076	0.024	saccade	n/a	166.6	167.9	n/a	175.3	126.8	1.57	104.0
4.092	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.102	0.198	fixation	n/a	176.6	142.7	3680.0	n/a	n/a	n/a	n/a
4.302	0.024	saccade	n/a	178.8	143.0	n/a	217.7	151.1	1.46	111.0
4.328	0.196	fixation	n/a	210.2	152.5	3618.0	n/a	n/a	n/a	n/a
4.526	0.042	saccade	n/a	211.5	154.6	n/a	347.1	154.5	5.02	265.0
4.57	0.306	fixation	n/a	343.7	154.4	3581.0	n/a	n/a	n/a	n/a
4.878	0.044	saccade	n/a	344.9	156.0	n/a	495.9	159.5	5.65	283.0
4.924	0.372	fixation	n/a	493.5	156.8	3497.0	n/a	n/a	n/a	n/a
5.298	0.064	saccade	n/a	493.0	158.4	n/a	227.5	231.4	10.23	433.0
5.364	0.144	fixation	n/a	218.4	229.4	3518.0	n/a	n/a	n/a	n/a
5.51	0.032	saccade	n/a	216.3	228.0	n/a	141.8	220.7	2.73	192.0
5.544	0.264	fixation	n/a	149.3	222.8	3512.0	n/a	n/a	n/a	n/a
5.81	0.06	saccade	n/a	148.1	224.9	n/a	377.4	211.5	8.46	390.0
5.872	0.288	fixation	n/a	388.5	213.9	3459.0	n/a	n/a	n/a	n/a
6.162	0.028	saccade	n/a	389.0	219.1	n/a	382.6	268.5	1.9	154.0
6.192	0.154	fixation	n/a	381.6	268.0	3484.0	n/a	n/a	n/a	n/a
6.348	0.036	saccade	n/a	380.4	271.0	n/a	277.9	281.5	3.85	245.0
6.386	0.134	fixation	n/a	284.2	283.5	3472.0	n/a	n/a	n/a	n/a
6.522	0.03	saccade	n/a	282.4	283.1	n/a	213.7	280.2	2.54	173.0
6.554	0.158	fixation	n/a	220.4	287.7	3461.0	n/a	n/a	n/a	n/a
6.714	0.03	saccade	n/a	219.4	290.1	n/a	261.1	350.8	2.75	209.0
6.746	0.244	fixation	n/a	262.2	350.0	3431.0	n/a	n/a	n/a	n/a
6.992	0.03	saccade	n/a	261.4	354.9	n/a	249.1	410.0	2.11	136.0
7.024	0.176	fixation	n/a	248.6	405.0	3443.0	n/a	n/a	n/a	n/a
7.202	0.034	saccade	n/a	247.2	404.1	n/a	155.7	421.1	3.38	216.0
7.238	0.216	fixation	n/a	165.0	423.1	3468.0	n/a	n/a	n/a	n/a
7.456	0.066	saccade	n/a	165.6	426.7	n/a	613.2	387.1	16.4	478.0
7.524	0.14	fixation	n/a	620.5	387.6	3419.0	n/a	n/a	n/a	n/a
7.666	0.022	saccade	n/a	627.0	388.5	n/a	645.3	365.7	1.09	92.0
7.69	0.114	fixation	n/a	642.8	372.0	3448.0	n/a	n/a	n/a	n/a
7.806	0.032	saccade	n/a	644.9	368.9	n/a	551.3	365.3	3.46	267.0
7.84	0.158	fixation	n/a	556.3	366.7	3415.0	n/a	n/a	n/a	n/a
8.0	0.142	saccade	n/a	554.3	378.5	n/a	442.1	361.5	4.23	1294.0
8.03	0.05	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.144	0.25	fixation	n/a	440.9	365.6	3514.0	n/a	n/a	n/a	n/a
8.396	0.042	saccade	n/a	441.6	366.9	n/a	288.3	404.8	5.86	330.0
8.44	0.202	fixation	n/a	293.4	407.1	3544.0	n/a	n/a	n/a	n/a
8.644	0.028	saccade	n/a	289.7	409.4	n/a	249.4	432.3	1.71	149.0
8.674	0.164	fixation	n/a	254.6	429.9	3543.0	n/a	n/a	n/a	n/a
8.84	0.212	saccade	n/a	255.8	432.5	n/a	223.5	441.1	1.22	726.0
8.872	0.112	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.054	0.064	fixation	n/a	226.8	435.3	3545.0	n/a	n/a	n/a	n/a
9.12	0.034	saccade	n/a	227.7	438.6	n/a	143.3	423.7	3.1	219.0
9.156	0.342	fixation	n/a	146.8	426.1	3568.0	n/a	n/a	n/a	n/a
9.5	0.03	saccade	n/a	144.6	424.7	n/a	218.3	355.4	3.7	212.0
9.532	0.244	fixation	n/a	213.0	358.7	3546.0	n/a	n/a	n/a	n/a
9.778	0.044	saccade	n/a	214.4	355.4	n/a	373.6	361.0	5.88	298.0
9.824	0.264	fixation	n/a	367.7	362.4	3540.0	n/a	n/a	n/a	n/a
10.09	0.036	saccade	n/a	367.8	362.8	n/a	278.2	412.2	3.8	252.0
10.128	0.146	fixation	n/a	283.6	410.4	3628.0	n/a	n/a	n/a	n/a
10.276	0.124	saccade	n/a	285.9	413.6	n/a	295.7	539.1	4.62	566.0
10.32	0.008	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10.402	0.232	fixation	n/a	293.8	524.0	3726.0	n/a	n/a	n/a	n/a
