onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.053	0.866	fixation	n/a	122.8	167.4	3167.0	n/a	n/a	n/a	n/a
0.921	0.016	saccade	n/a	116.7	166.1	n/a	95.3	169.6	0.78	62.0
0.939	0.454	fixation	n/a	89.0	158.8	3170.0	n/a	n/a	n/a	n/a
1.395	0.022	saccade	n/a	77.9	143.6	n/a	39.2	140.4	1.38	80.0
1.419	0.188	fixation	n/a	29.2	136.0	3140.0	n/a	n/a	n/a	n/a
1.609	0.02	saccade	n/a	26.9	138.7	n/a	-5.0	134.0	1.12	65.0
1.631	0.22	fixation	n/a	-12.7	153.4	3120.0	n/a	n/a	n/a	n/a
1.853	0.02	saccade	n/a	-9.3	162.6	n/a	15.9	179.5	1.07	61.0
1.875	0.164	fixation	n/a	42.4	194.3	3107.0	n/a	n/a	n/a	n/a
2.041	0.02	saccade	n/a	38.6	186.4	n/a	4.6	195.6	1.24	72.0
2.063	0.178	fixation	n/a	10.1	197.4	3055.0	n/a	n/a	n/a	n/a
2.102	0.0	trigger_113	113	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.243	0.024	saccade	n/a	18.0	191.9	n/a	79.7	201.9	2.21	125.0
2.269	0.16	fixation	n/a	92.0	196.4	3032.0	n/a	n/a	n/a	n/a
2.431	0.018	saccade	n/a	94.1	204.8	n/a	112.2	222.1	0.92	56.0
2.451	0.22	fixation	n/a	120.5	232.5	3032.0	n/a	n/a	n/a	n/a
2.673	0.192	saccade	n/a	126.8	245.5	n/a	142.8	222.0	1.06	2799.0
2.709	0.058	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.867	0.09	fixation	n/a	147.7	229.4	2887.0	n/a	n/a	n/a	n/a
2.959	0.146	saccade	n/a	149.5	245.9	n/a	-14.4	233.5	5.84	1356.0
3.015	0.022	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.107	0.324	fixation	n/a	1.4	214.4	2883.0	n/a	n/a	n/a	n/a
3.433	0.028	saccade	n/a	7.6	207.7	n/a	31.8	252.6	1.86	82.0
3.463	0.1	fixation	n/a	47.6	275.8	2879.0	n/a	n/a	n/a	n/a
