onset	duration	trial_type	value	gaze_x	gaze_y	pupil_size	sacc_endx	sacc_endy	sacc_amplitude	sacc_peakvel
0.06	0.356	saccade	n/a	0.0	0.0	n/a	156.4	274.2	5200000.0	1892.0
0.06	0.3	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.418	0.1	fixation	n/a	158.0	293.8	4122.0	n/a	n/a	n/a	n/a
0.52	0.022	saccade	n/a	155.9	295.2	n/a	128.6	284.5	1.12	107.0
0.544	0.162	fixation	n/a	133.7	288.2	3854.0	n/a	n/a	n/a	n/a
0.708	0.488	saccade	n/a	132.8	288.7	n/a	306.4	433.7	8.78	1064.0
0.74	0.366	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.198	0.026	fixation	n/a	311.0	445.8	2633.0	n/a	n/a	n/a	n/a
1.226	0.036	saccade	n/a	311.3	448.8	n/a	436.1	505.6	5.29	370.0
1.264	0.196	fixation	n/a	438.0	510.3	2851.0	n/a	n/a	n/a	n/a
1.462	0.272	saccade	n/a	432.8	508.5	n/a	712.2	562.3	10.41	790.0
1.496	0.172	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.736	0.144	fixation	n/a	713.4	565.8	2797.0	n/a	n/a	n/a	n/a
1.882	0.8	saccade	n/a	717.9	569.5	n/a	172.3	124.5	25.55	1047.0
1.912	0.69	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.118	0.0	trigger_116	116	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.684	0.142	fixation	n/a	181.3	123.7	3197.0	n/a	n/a	n/a	n/a
2.828	0.934	saccade	n/a	180.8	126.8	n/a	181.7	105.3	0.79	864.0
2.882	0.782	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.764	0.13	fixation	n/a	182.9	113.8	3310.0	n/a	n/a	n/a	n/a
3.896	0.56	saccade	n/a	180.3	122.0	n/a	277.9	203.1	4.68	1124.0
3.932	0.44	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.132	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.458	0.154	fixation	n/a	281.3	197.4	3019.0	n/a	n/a	n/a	n/a
4.614	0.046	saccade	n/a	283.0	204.8	n/a	197.1	193.3	3.2	273.0
4.662	0.096	fixation	n/a	190.8	194.1	3169.0	n/a	n/a	n/a	n/a
4.76	0.028	saccade	n/a	188.6	194.6	n/a	145.3	169.8	1.84	166.0
4.79	0.222	fixation	n/a	145.0	168.3	2920.0	n/a	n/a	n/a	n/a
5.014	0.034	saccade	n/a	142.8	165.1	n/a	282.6	161.7	5.17	345.0
5.05	0.192	fixation	n/a	292.2	161.5	2768.0	n/a	n/a	n/a	n/a
5.244	0.03	saccade	n/a	295.4	160.2	n/a	368.9	157.9	2.74	222.0
5.276	0.12	fixation	n/a	372.0	158.2	2717.0	n/a	n/a	n/a	n/a
5.398	0.034	saccade	n/a	375.5	159.0	n/a	474.4	154.3	3.69	239.0
5.434	0.242	fixation	n/a	474.9	153.8	2728.0	n/a	n/a	n/a	n/a
5.678	0.034	saccade	n/a	475.0	152.8	n/a	564.3	154.0	3.29	257.0
5.714	0.152	fixation	n/a	567.4	156.7	2730.0	n/a	n/a	n/a	n/a
5.868	0.064	saccade	n/a	568.1	157.0	n/a	157.3	215.2	15.2	409.0
5.934	0.398	fixation	n/a	154.9	217.3	2793.0	n/a	n/a	n/a	n/a
6.334	0.024	saccade	n/a	153.3	216.3	n/a	145.5	162.2	2.05	129.0
6.36	0.128	fixation	n/a	146.5	161.6	2779.0	n/a	n/a	n/a	n/a
6.49	0.032	saccade	n/a	147.0	162.2	n/a	225.6	156.7	2.9	244.0
6.524	0.23	fixation	n/a	228.6	154.8	2717.0	n/a	n/a	n/a	n/a
6.756	0.03	saccade	n/a	230.7	155.6	n/a	270.7	206.0	2.41	183.0
6.788	0.34	fixation	n/a	273.3	204.5	2762.0	n/a	n/a	n/a	n/a
7.13	0.024	saccade	n/a	276.1	208.4	n/a	311.4	167.8	2.02	130.0
7.156	0.16	fixation	n/a	307.0	164.2	2696.0	n/a	n/a	n/a	n/a
7.318	0.032	saccade	n/a	307.4	164.9	n/a	405.2	157.4	3.65	248.0
7.352	0.186	fixation	n/a	410.7	157.4	2630.0	n/a	n/a	n/a	n/a
7.54	0.052	saccade	n/a	409.4	158.3	n/a	145.9	158.4	9.71	368.0
7.594	0.242	fixation	n/a	144.5	159.0	2687.0	n/a	n/a	n/a	n/a
7.838	0.026	saccade	n/a	142.7	160.6	n/a	108.7	157.6	1.24	124.0
7.866	0.39	fixation	n/a	108.9	160.7	2723.0	n/a	n/a	n/a	n/a
8.002	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.062	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.258	0.034	saccade	n/a	108.8	163.1	n/a	221.3	161.1	4.13	298.0
8.294	0.184	fixation	n/a	225.7	162.2	2768.0	n/a	n/a	n/a	n/a
8.48	0.032	saccade	n/a	225.1	164.0	n/a	316.3	160.4	3.39	253.0
8.514	0.146	fixation	n/a	318.5	162.2	2754.0	n/a	n/a	n/a	n/a
8.662	0.034	saccade	n/a	317.8	163.4	n/a	416.6	159.9	3.69	274.0
8.698	0.178	fixation	n/a	418.4	163.0	2774.0	n/a	n/a	n/a	n/a
8.878	0.032	saccade	n/a	418.5	162.5	n/a	493.9	160.3	2.8	235.0
8.912	0.148	fixation	n/a	497.9	162.6	2788.0	n/a	n/a	n/a	n/a
9.062	0.03	saccade	n/a	500.6	165.9	n/a	578.8	169.3	2.88	199.0
9.094	0.064	fixation	n/a	580.1	167.1	2792.0	n/a	n/a	n/a	n/a
9.16	0.068	saccade	n/a	580.3	166.2	n/a	91.6	222.8	17.9	500.0
9.23	0.134	fixation	n/a	85.6	224.0	2897.0	n/a	n/a	n/a	n/a
9.366	0.028	saccade	n/a	85.6	223.0	n/a	137.4	157.6	3.08	180.0
9.396	0.27	fixation	n/a	139.1	155.6	2869.0	n/a	n/a	n/a	n/a
9.41	0.0	trigger_11	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.476	0.0	trigger_10	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.668	0.03	saccade	n/a	141.5	154.5	n/a	216.3	157.7	2.75	245.0
9.7	0.096	fixation	n/a	216.0	159.4	2878.0	n/a	n/a	n/a	n/a
9.798	0.16	saccade	n/a	215.5	162.8	n/a	508.4	131.8	10.85	891.0
9.83	0.076	blink	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.96	0.094	fixation	n/a	504.7	143.7	2864.0	n/a	n/a	n/a	n/a
10.056	0.042	saccade	n/a	504.3	147.2	n/a	572.0	151.1	2.49	235.0
10.1	0.118	fixation	n/a	576.4	153.8	2792.0	n/a	n/a	n/a	n/a
10.22	0.06	saccade	n/a	576.6	155.6	n/a	161.7	216.9	15.37	482.0
10.282	0.144	fixation	n/a	158.1	218.1	2766.0	n/a	n/a	n/a	n/a
10.428	0.028	saccade	n/a	157.2	219.5	n/a	115.4	219.2	1.53	155.0
10.458	0.088	fixation	n/a	112.4	220.2	2681.0	n/a	n/a	n/a	n/a
10.548	0.036	saccade	n/a	110.3	217.9	n/a	267.7	215.2	5.79	354.0
10.586	0.222	fixation	n/a	276.4	216.2	2766.0	n/a	n/a	n/a	n/a
